Wall time,Step,Value
1583010311.44749,0,0.31472477316856384
1583010331.58146,1,0.302287757396698
1583010351.780597,2,0.29227080941200256
1583010372.03623,3,0.29011270403862
1583010392.315197,4,0.2875874638557434
1583010412.367183,5,0.2819640636444092
1583010432.445809,6,0.27748799324035645
1583010452.609816,7,0.2713317275047302
1583010472.846183,8,0.2713317275047302
1583010493.120355,9,0.2713317275047302
1583010513.407362,10,0.2580164074897766
1583010533.685971,11,0.2575976550579071
1583010553.977721,12,0.2572963833808899
1583010574.313838,13,0.2569819688796997
1583010594.643734,14,0.25674962997436523
1583010615.020946,15,0.25647205114364624
1583010635.374488,16,0.2562306821346283
1583010655.703859,17,0.2561078667640686
1583010676.064932,18,0.2557024359703064
1583010696.434032,19,0.25567030906677246
1583010716.739561,20,0.25567030906677246
1583010737.022893,21,0.25567030906677246
1583010757.308777,22,0.25567030906677246
1583010777.660056,23,0.25567030906677246
1583010798.00441,24,0.25567030906677246
