Wall time,Step,Value
1583010309.023108,0,0.7201991081237793
1583010329.145,1,0.6184177398681641
1583010349.333561,2,0.5669830441474915
1583010369.587264,3,0.5380362272262573
1583010389.868953,4,0.5044260621070862
1583010409.923724,5,0.4792136549949646
1583010429.999334,6,0.4616429805755615
1583010450.159992,7,0.44724637269973755
1583010470.401893,8,0.43847528100013733
1583010490.653752,9,0.4389934837818146
1583010510.943359,10,0.4262101650238037
1583010531.217273,11,0.4196917712688446
1583010551.513843,12,0.41643214225769043
1583010571.84039,13,0.4138459861278534
1583010592.172638,14,0.41154879331588745
1583010612.550135,15,0.4093964993953705
1583010632.910953,16,0.4073178172111511
1583010653.237124,17,0.4053047299385071
1583010673.599786,18,0.4033029079437256
1583010693.968586,19,0.4013685882091522
1583010714.27762,20,0.3980739712715149
1583010734.556436,21,0.3980881869792938
1583010754.847928,22,0.39808645844459534
1583010775.193255,23,0.3980882167816162
1583010795.536441,24,0.3980868458747864
