Wall time,Step,Value
1583010980.048389,0,0.8515468835830688
1583010999.166636,1,0.835660457611084
1583011018.280402,2,0.8202817440032959
1583011037.319745,3,0.8099545836448669
1583011056.460298,4,0.8048521280288696
1583011075.65756,5,0.8048521280288696
1583011094.842802,6,0.8048521280288696
1583011114.070269,7,0.8048521280288696
1583011133.192227,8,0.8048521280288696
1583011152.251507,9,0.8048521280288696
1583011171.300371,10,0.8025161027908325
1583011190.345112,11,0.8025161027908325
1583011209.516364,12,0.8025161027908325
1583011228.706706,13,0.8025161027908325
1583011247.915524,14,0.8025161027908325
1583011267.091453,15,0.8025161027908325
1583011286.307635,16,0.8025161027908325
1583011305.539177,17,0.8025161027908325
1583011324.819259,18,0.8025161027908325
1583011344.051735,19,0.8025161027908325
1583011363.327325,20,0.8025161027908325
1583011382.436579,21,0.8025161027908325
1583011401.480695,22,0.8025161027908325
1583011420.72414,23,0.8025161027908325
1583011439.925894,24,0.8025161027908325
