Wall time,Step,Value
1583011584.469158,0,0.31336915493011475
1583011602.038379,1,0.3091726303100586
1583011619.385196,2,0.3091726303100586
1583011637.04754,3,0.3091726303100586
1583011656.316192,4,0.3091726303100586
1583011674.299777,5,0.3091726303100586
1583011691.73932,6,0.3091726303100586
1583011709.48876,7,0.30864566564559937
1583011727.088014,8,0.30645886063575745
1583011746.498986,9,0.3030036687850952
1583011763.912585,10,0.3030036687850952
1583011781.561401,11,0.3030036687850952
1583011798.998914,12,0.3030036687850952
1583011817.836914,13,0.3030036687850952
1583011836.000015,14,0.3030036687850952
1583011853.422857,15,0.3030036687850952
1583011871.153039,16,0.3030036687850952
1583011888.595267,17,0.3030036687850952
1583011905.98441,18,0.3030036687850952
1583011925.518944,19,0.3030036687850952
1583011942.956133,20,0.3024600148200989
1583011960.702513,21,0.3024600148200989
1583011978.247882,22,0.3024600148200989
1583011997.672541,23,0.3024600148200989
1583012015.094356,24,0.3024600148200989
