Wall time,Step,Value
1583013430.329853,0,0.7117719650268555
1583013449.194341,1,0.6866565346717834
1583013468.181911,2,0.6766769289970398
1583013487.163503,3,0.6714868545532227
1583013506.189263,4,0.6703829765319824
1583013525.240046,5,0.6703829765319824
1583013544.242315,6,0.6703829765319824
1583013563.303934,7,0.6703829765319824
1583013582.328754,8,0.6703829765319824
1583013601.418878,9,0.6703829765319824
1583013620.504096,10,0.6685099005699158
1583013639.570952,11,0.6685099005699158
1583013658.66185,12,0.6685099005699158
1583013677.677222,13,0.6685099005699158
1583013696.683065,14,0.6685099005699158
1583013715.658171,15,0.6685099005699158
1583013734.669661,16,0.6685099005699158
1583013753.727902,17,0.6685099005699158
1583013772.767896,18,0.6685099005699158
1583013791.836614,19,0.6685099005699158
1583013810.893357,20,0.6685099005699158
1583013829.859694,21,0.6685099005699158
1583013848.883339,22,0.6685099005699158
1583013867.930834,23,0.6685099005699158
1583013886.980955,24,0.6685099005699158
