Wall time,Step,Value
1583012165.829969,0,0.7470120787620544
1583012188.629612,1,0.6121804714202881
1583012211.475094,2,0.5547530651092529
1583012234.377249,3,0.5187333822250366
1583012257.291192,4,0.4874573051929474
1583012280.249162,5,0.4870019555091858
1583012303.21137,6,0.46193209290504456
1583012326.256494,7,0.44396689534187317
1583012349.279703,8,0.4265422224998474
1583012372.129036,9,0.4155038297176361
1583012395.070087,10,0.396541953086853
1583012418.040789,11,0.3904755711555481
1583012441.077932,12,0.3878365457057953
1583012464.106965,13,0.3857446014881134
1583012487.044902,14,0.3838423788547516
1583012509.954538,15,0.3820546865463257
1583012532.878985,16,0.3803554177284241
1583012555.669626,17,0.3787008225917816
1583012578.592295,18,0.3771047294139862
1583012601.599304,19,0.3755412995815277
1583012624.573486,20,0.3729042112827301
1583012647.545467,21,0.37224698066711426
1583012670.548397,22,0.37225309014320374
1583012693.533533,23,0.3722546696662903
1583012716.513939,24,0.3722566068172455
