Wall time,Step,Value
1583012168.466113,0,0.6610909104347229
1583012191.262449,1,0.632355809211731
1583012214.107094,2,0.6212065815925598
1583012237.033981,3,0.5933457612991333
1583012259.941954,4,0.5933457612991333
1583012282.904757,5,0.5813632607460022
1583012305.878556,6,0.5713062882423401
1583012328.922863,7,0.5666812658309937
1583012351.946393,8,0.5586450695991516
1583012374.791934,9,0.5537781119346619
1583012397.724494,10,0.5503162741661072
1583012420.688617,11,0.5484610199928284
1583012443.747408,12,0.5471925139427185
1583012466.761368,13,0.5459854602813721
1583012489.706045,14,0.545056939125061
1583012512.613828,15,0.5441997647285461
1583012535.527467,16,0.543590784072876
1583012558.328613,17,0.5429626703262329
1583012581.247574,18,0.5424512624740601
1583012604.254297,19,0.5419063568115234
1583012627.223882,20,0.5391150116920471
1583012650.197949,21,0.5391150116920471
1583012673.197786,22,0.5391150116920471
1583012696.186982,23,0.5391150116920471
1583012719.165367,24,0.5391150116920471
