Wall time,Step,Value
1583010311.447004,0,0.742017924785614
1583010331.581004,1,0.7599963545799255
1583010351.780125,2,0.7242794632911682
1583010372.035748,3,0.7071524858474731
1583010392.314737,4,0.681083619594574
1583010412.36672,5,0.6712605953216553
1583010432.445339,6,0.6748395562171936
1583010452.609381,7,0.6667236089706421
1583010472.845717,8,0.6667236089706421
1583010493.1199,9,0.6667236089706421
1583010513.406922,10,0.6335503458976746
1583010533.685507,11,0.632296085357666
1583010553.97719,12,0.6312451362609863
1583010574.31339,13,0.6301146745681763
1583010594.643295,14,0.6287243962287903
1583010615.020436,15,0.6276780366897583
1583010635.374059,16,0.626807689666748
1583010655.703427,17,0.6262995004653931
1583010676.064434,18,0.6255906224250793
1583010696.433579,19,0.6248283982276917
1583010716.739106,20,0.6248283982276917
1583010737.022446,21,0.6248283982276917
1583010757.308313,22,0.6248283982276917
1583010777.659626,23,0.6248283982276917
1583010798.003966,24,0.6248283982276917
