Wall time,Step,Value
1583012838.442658,0,0.3177981674671173
1583012859.668116,1,0.3032258152961731
1583012880.852331,2,0.3004591166973114
1583012902.052638,3,0.296845406293869
1583012923.262388,4,0.2942022681236267
1583012944.49466,5,0.2924184203147888
1583012965.671845,6,0.28968578577041626
1583012986.943349,7,0.28968578577041626
1583013008.296782,8,0.28968578577041626
1583013029.645553,9,0.28968578577041626
1583013050.938789,10,0.28340739011764526
1583013072.287551,11,0.28324946761131287
1583013093.667241,12,0.28324946761131287
1583013115.004903,13,0.28324946761131287
1583013136.324045,14,0.28324946761131287
1583013157.509981,15,0.28324946761131287
1583013178.761858,16,0.28324946761131287
1583013200.032531,17,0.28324946761131287
1583013221.213514,18,0.28324946761131287
1583013242.466452,19,0.28324946761131287
1583013263.717814,20,0.2821752727031708
1583013284.940933,21,0.28194552659988403
1583013306.162686,22,0.2818724811077118
1583013327.380313,23,0.2818499803543091
1583013348.67297,24,0.2818499803543091
